name,gender,age,job,province,point
ประจิน นากกนก,เพศหญิง,33,มัคคุเทศก์,จังหวัดอุดรธานี,9553
ศจีกาญจน์ ถาวรายุศม์,เพศหญิง,57,เภสัชกร,จังหวัดกำแพงเพชร,7326
แกมแพร ยะผา,เพศหญิง,26,เจ้าหน้าทีรักษาความปลอดภัย,จังหวัดยะลา,21879
วรินทธิ์ธร ขุนดำ,เพศชาย,56,นักโภชนาการ,จังหวัดกรุงเทพ,19876
คมกริบ ศาสตร์ศิลป์,เพศชาย,50,ข้าราชการ,จังหวัดลำปาง,12426
พรชนก ไม้แดง,เพศหญิง,55,ผู้กำกับ,จังหวัดร้อยเอ็ด,9654
ณิชเชฏฐ์ ถิรสวัสดิ์,เพศชาย,60,กวี,จังหวัดอุตรดิตถ์,18571
ศรายุธ ทศโยธิน,เพศชาย,45,นักวาดการ์ตูน,จังหวัดสุรินทร์,22931
พาดีล๊ะ เนตร์มณี,เพศหญิง,55,นักบวช,จังหวัดตาก,11195
คณภรณ์ บุญส่ง,เพศหญิง,53,นักแสดง,จังหวัดจันทบุรี,16393
ศรายุธ ปรีชากุลเศรษฐ์,เพศชาย,27,นักการศึกษา,จังหวัดมหาสารคาม,25534
น้ำเพชร ธรรมฤดี,เพศหญิง,58,นักบิน,จังหวัดร้อยเอ็ด,25045
ศิริญา ซูสารอ,เพศหญิง,30,นักปรัชญา,จังหวัดยโสธร,17975
ภัคศุภางค์ เตชะกำพุ,เพศหญิง,44,ข้าราชการ,จังหวัดยะลา,1655
ศศิรินทร์ บุนยะศัพท์,เพศหญิง,48,นักคณิตศาสตร์,จังหวัดขอนแก่น,381
ปาริตา นำธวัช,เพศหญิง,60,ผู้กำกับภาพยนตร์,จังหวัดปัตตานี,16235
พรพิไล เวียงจันทึก,เพศหญิง,59,นักจิตวิทยา,จังหวัดตราด,1998
วรรณกร นครเทพ,เพศหญิง,38,ผู้กำกับภาพยนตร์,จังหวัดลำปาง,20909
รัฐพงษ์ เพียยา,เพศชาย,51,ช่างทำผม,จังหวัดนครศรีธรรมราช,22536
พีรพัฒน์ ถิรสวัสดิ์,เพศชาย,31,นักสะสมศิลปะ,จังหวัดนครศรีธรรมราช,16615
อรจิรา เตชะกำพุ,เพศหญิง,49,ช่างทำผม,จังหวัดเลย,14259
ยุภา ถนัดอาวุธ,เพศหญิง,53,นักประชาสัมพันธ์,จังหวัดนครราชสีมา,24395
วีร์สุดา ถาวรายุศม์,เพศหญิง,46,นักกฎหมาย,จังหวัดสระแก้ว,2656
โกมล ถาวระวรณ์,เพศชาย,49,นางแบบ,จังหวัดปราจีนบุรี,17453
มณียา ศรีสัตย์,เพศหญิง,31,นักสังคมวิทยา,จังหวัดกาฬสินธุ์,24767
จิราภรณ์ ทันยุค,เพศหญิง,20,นักเขียน,จังหวัดกรุงเทพฯ,19913
เยาวรัตน์ เตมิยะเดช,เพศหญิง,38,นักโภชนาการ,จังหวัดนราธิวาส,13305
ชลิดา นิษประปัญจ์,เพศหญิง,49,เกษตรกร,จังหวัดพังงา,4348
ทองสิริ ไทยสุชาต,เพศหญิง,22,ผู้กำกับละครโทรทัศน์,จังหวัดนราธิวาส,3954
กะดิรัตน์ ไทยสุชาต,เพศหญิง,32,ผู้กำกับ,จังหวัดอุบลราชธานี,10683
วุฒิ ขำเอนก,เพศชาย,38,นักดาราศาสตร์,จังหวัดอำนาจเจริญ,6617
นาตยา ดาวอร่าม,เพศหญิง,28,นักการเมือง,จังหวัดร้อยเอ็ด,1393
วรรณกร ธาราธร,เพศหญิง,28,กวี,จังหวัดชลบุรี,9263
มะลีวัลย์ นิลสลัว,เพศหญิง,20,นักเศรษฐศาสตร์,จังหวัดหนองบัวลำภู,10660
สุมัชญา ชุมวระ,เพศหญิง,56,ทหารบก,จังหวัดสุรินทร์,21568
คำ กุมารบุญ,เพศหญิง,58,ทนายความ,จังหวัดกรุงเทพ,18209
จำรัส นิละทัต,เพศชาย,28,นักสิทธิมนุษยชน,จังหวัดยะลา,11855
ลัดดา นิยมสำหรวจ,เพศหญิง,39,วีเจ,จังหวัดตรัง,13957
วรรณรัตน์ ธนรักษ์,เพศหญิง,27,คนขับรถแท็กซี่,จังหวัดยะลา,21951
ศดิศ ตันยา,เพศชาย,47,แพทย์,จังหวัดสมุทรสงคราม,7229
ปุณณรัตน์ ตรีเภรินทร์,เพศชาย,53,นักบิน,จังหวัดชัยภูมิ,6436
ไวพจน์ ทศโยธิน,เพศชาย,30,บรรณารักษ์,จังหวัดสมุทรปราการ,19805
นิวิลดาน นามเสวตร,เพศหญิง,48,นักถ่ายภาพ,จังหวัดสมุทรสาคร,23162
ชิดชนก บินดี,เพศหญิง,22,นักการศึกษา,จังหวัดกาญจนบุรี,21660
สิริ แท่นทอง,เพศหญิง,21,นักหนังสือพิมพ์,จังหวัดตรัง,2782
พิมพ์สุตา ร่มธิติรัตน์,เพศหญิง,55,นักแต่งเพลง,จังหวัดร้อยเอ็ด,20519
จีรยุทธ เนื้อนุ่ม,เพศชาย,45,นักภาษาศาสตร์,จังหวัดสุพรรณบุรี,19249
มาสิตะ ดวงทับทิม,เพศหญิง,49,นักประดิษฐ์,จังหวัดแพร่,10370
เทพณรงค์ บุญศล,เพศชาย,41,นักคณิตศาสตร์,จังหวัดลพบุรี,12494
สุมัชญา เขียวขุ้ย,เพศหญิง,24,พิธีกร,จังหวัดอุดรธานี,3759
พุทธิพงษ์ ดวงทับทิม,เพศชาย,31,นายแบบ,จังหวัดอำนาจเจริญ,1431
อณาวิน น้ำทิพย์,เพศชาย,45,โฆษก,จังหวัดปัตตานี,8016
รักชนก เตชะกำพุ,เพศหญิง,27,นักการเมือง,จังหวัดน่าน,23042
ศุภนุนาย จ้อยนุแสง,เพศหญิง,45,ศิลปิน,จังหวัดสุราษฎร์ธานี,18700
อรจิรา เลขะพันธุ์,เพศหญิง,37,ค้าขาย,จังหวัดกรุงเทพฯ,19004
อัญชัญ ถ้วนศรี,เพศหญิง,35,เจ้าหน้าทีรักษาความปลอดภัย,จังหวัดนครนายก,13476
มารีนี สุวรรณหงษ์,เพศหญิง,56,นักจิตวิทยา,จังหวัดบุรีรัมย์,6360
ฐิติยาพร ธนประทีป,เพศหญิง,24,ภัณฑารักษ์,จังหวัดหนองคาย,13596
พาสุข นรวิทย์โชติกุล,เพศหญิง,47,นักคณิตศาสตร์,จังหวัดลพบุรี,25120
ยศพงศ์ ทันยุค,เพศชาย,47,ช่างทำเครื่องดนตรี,จังหวัดนครนายก,16730
ธัญญกัญญา แก้วชลคราม,เพศหญิง,58,ภัณฑารักษ์,จังหวัดอ่างทอง,20048
วิเชียร ยะผา,เพศหญิง,38,นักหนังสือพิมพ์,จังหวัดนครสวรรค์,5094
จิม ถนัดกลึง,เพศชาย,32,นักสัตววิทยา,จังหวัดอุดรธานี,10804
จักรีรัตน์ ดาวกระจาย,เพศหญิง,29,นักบิน,จังหวัดตรัง,1636
ชลิดา ธูปะวิโรจน์,เพศหญิง,56,นักกฎหมาย,จังหวัดเชียงใหม่,6364
อัญธิกา ถนัดอักษร,เพศหญิง,29,นักพจนานุกรม,จังหวัดนราธิวาส,12072
ณิชาภัทร ถนัดภาษา,เพศหญิง,37,นักบินอวกาศ,จังหวัดกรุงเทพฯ,24038
ปัญญาพร ขอหมั่นกลาง,เพศหญิง,50,นักสะสมศิลปะ,จังหวัดสุราษฎร์ธานี,24035
สมใจ เดชวา,เพศหญิง,25,นักสะสมศิลปะ,จังหวัดปทุมธานี,24252
ณิชนันท์ แต้กุล,เพศหญิง,29,ภัณฑารักษ์,จังหวัดสตูล,18836
พรสวรรค์ ตระกูลบุญ,เพศหญิง,40,อาจารย์,จังหวัดพัทลุง,837
สุปรานี ติณรัตน์,เพศหญิง,20,นักธุรกิจ,จังหวัดกาฬสินธุ์,17025
จริยฉัตร เจริญรัมย์,เพศหญิง,21,จ๊อกกี้,จังหวัดชุมพร,20554
จักรพันธ์ สันตะวงศ์,เพศชาย,50,นักสัตววิทยา,จังหวัดสุพรรณบุรี,375
จักรีรัตน์ บัวเผื่อน,เพศหญิง,23,นายแบบ,จังหวัดชุมพร,15544
ปิยนาฎ หนุนสุข,เพศหญิง,47,นักวาดการ์ตูน,จังหวัดสระแก้ว,24414
รมิตา ไทยแท้,เพศหญิง,55,นักวิทยาศาสตร์,จังหวัดมุกดาหาร,7339
ณัฐพิชา นาควงษ์,เพศหญิง,42,นักการทูต,จังหวัดกำแพงเพชร,5563
ไพสิฐ วาทา,เพศชาย,20,วีเจ,จังหวัดกรุงเทพฯ,7970
สันติราษฎร์ บินดี,เพศชาย,25,นักบวช,จังหวัดกทม.,15226
ธนกิตต์ คณานุรักษ์,เพศชาย,41,นักชีววิทยา,จังหวัดระยอง,13476
ทิมาภรณ์ ยะผา,เพศหญิง,60,นักการทูต,จังหวัดกาญจนบุรี,17248
จณิตตา เขียวอ่อน,เพศหญิง,32,นักจิตวิทยา,จังหวัดนราธิวาส,10905
พรพิไล เดชวา,เพศหญิง,56,ค้าขาย,จังหวัดจันทบุรี,4005
วันชนก ถนัดการเขียน,เพศหญิง,30,มัคคุเทศก์,จังหวัดสตูล,2900
วัลลภ นาคะนคร,เพศชาย,42,ช่างทำผม,จังหวัดเพชรบูรณ์,1869
ประจิน ดวงทับทิม,เพศหญิง,39,เกษตรกร,จังหวัดนครพนม,13473
ศุภนุนาย ราชมณี,เพศหญิง,26,เกษตรกร,จังหวัดพังงา,21338
พรรณปพร นาฏคายี,เพศหญิง,30,นักโภชนาการ,จังหวัดกทม.,1699
ตรีนุช ธนูปกรณ์,เพศหญิง,52,วิศวกร,จังหวัดจันทบุรี,1553
พัสวี หนักแน่น,เพศหญิง,45,ข้าราชการ,จังหวัดเลย,7233
มาสิตะ ฉายแสง,เพศหญิง,23,อัยการ,จังหวัดยโสธร,19984
ฐิติกุล ติระคมน์,เพศหญิง,33,จ๊อกกี้,จังหวัดพิษณุโลก,20510
ภาสินี ตั้งรบ,เพศหญิง,36,เกษตรกร,จังหวัดสกลนคร,8345
เจตธนากร ศรทอง,เพศชาย,21,นักเคลื่อนไหว,จังหวัดสมุทรสงคราม,19529
สุธินันท์ บุญศล,เพศหญิง,41,จ๊อกกี้,จังหวัดปัตตานี,17167
วัลยา ทองเนื้อดี,เพศหญิง,58,นักแต่งเพลง,จังหวัดนครสวรรค์,8231
วัลลภ คณานุรักษ์,เพศชาย,58,นักการเมือง,จังหวัดกระบี่,14405
จันทนา พานเกล้า,เพศหญิง,25,ตำรวจ,จังหวัดกำแพงเพชร,10921
ฮามีย๊ะ ตะละภัฏ,เพศหญิง,23,แพทย์,จังหวัดกทม.,19867
อนุบาล สันตะวงศ์,เพศชาย,31,นักชีววิทยา,จังหวัดกำแพงเพชร,17729
เนติลักษณ์ บัวเผื่อน,เพศชาย,50,นักหนังสือพิมพ์,จังหวัดกำแพงเพชร,10845
จณิตตา ถนอมมนุษย์,เพศหญิง,21,นักพจนานุกรม,จังหวัดสตูล,9394
ศุภกรชนา ถะเกิงชศ,เพศหญิง,31,นักพจนานุกรม,จังหวัดระนอง,18361
พัชรีนิษฐ์ ศาสตร์ศิลป์,เพศหญิง,37,นักกฎหมาย,จังหวัดพิจิตร,1102
ฤทธิ์ชกร ธุวะนุติ์,เพศชาย,50,นักบินอวกาศ,จังหวัดพังงา,25265
อลิษา นามเสวตร,เพศหญิง,34,นักวาดการ์ตูน,จังหวัดกาฬสินธุ์,10305
ธาเอก ธรรมนิยม,เพศชาย,21,ผู้กำกับภาพยนตร์,จังหวัดน่าน,14287
เทพณรงค์ ดาวอร่าม,เพศชาย,31,จ๊อกกี้,จังหวัดน่าน,21575
อเนชา ตวงทอง,เพศหญิง,41,โปรแกรมเมอร์,จังหวัดเชียงใหม่,9382
เทอดศักดิ์ วาทา,เพศชาย,39,นักจัดรายการวิทยุ,จังหวัดพัทลุง,779
สัญชาน นิระหานี,เพศชาย,36,นักดนตรี,จังหวัดหนองบัวลำภู,4001
ฐิติณัฐฐา พานเกล้า,เพศหญิง,50,ผู้กำกับภาพยนตร์,จังหวัดสกลนคร,23618
จรรยพร นาฏคายี,เพศหญิง,24,โฆษก,จังหวัดสมุทรปราการ,21737
ด.ญ.ซูไรดา ธัญาโภชน์,เพศหญิง,37,พิธีกร,จังหวัดนนทบุรี,4496
ธีรลักษณ์ ถนัดการยนต์,เพศชาย,59,นักโบราณคดี,จังหวัดสมุทรสาคร,23010
ปัณณวัชร นิลวรรณ,เพศชาย,41,นักเศรษฐศาสตร์,จังหวัดกรุงเทพมหานคร,24172
ปัตถพงษ์ ถนัดอาวุธ,เพศชาย,26,นักคณิตศาสตร์,จังหวัดชลบุรี,25827
นาตยา ฉิมพาลี,เพศหญิง,52,นักสิทธิมนุษยชน,จังหวัดสมุทรสาคร,3409
มลิวรรณ หิรัญสาลี,เพศหญิง,39,ผู้จัดพิมพ์,จังหวัดแพร่,21358
ผดุงชาติ บุตดา,เพศชาย,41,ผู้กำกับละครโทรทัศน์,จังหวัดกทม.,16994
จณิสตา สุวรรณหงษ์,เพศหญิง,45,คนขับรถแท็กซี่,จังหวัดนนทบุรี,25388
จินต์จุฑา ทีฆะ,เพศหญิง,51,นักอนุรักษ์ธรรมชาติ,จังหวัดหนองบัวลำภู,8133
อรรจน์ งามพิเชษฐ์,เพศชาย,31,อาจารย์,จังหวัดบึงกาฬ,15437
รอซีด๊ะ ดาวกระจาย,เพศหญิง,35,อัยการ,จังหวัดพระนครศรีอยุธยา,23784
จันทนา เวียงจันทึก,เพศหญิง,22,นักพจนานุกรม,จังหวัดสระแก้ว,8226
ปิยะนันท์ หนุนสุข,เพศชาย,55,นักจัดรายการวิทยุ,จังหวัดพิจิตร,655
เรืองเกียรติ สุวรรณหงษ์,เพศชาย,60,โปรแกรมเมอร์,จังหวัดสุโขทัย,10962
พิมพ์สุดา ทวนทอง,เพศหญิง,54,ทหารบก,จังหวัดกำแพงเพชร,10455
พาดีล๊ะ เลขะพันธุ์,เพศหญิง,24,นักจัดรายการวิทยุ,จังหวัดสุโขทัย,851
รวิวาน นิลวรรณ,เพศหญิง,33,นักดนตรี,จังหวัดแม่ฮ่องสอน,2528
สิริ นกทอง,เพศหญิง,30,เจ้าหน้าที่พัฒนาเอกชน,จังหวัดเพชรบูรณ์,16441
ชิดชนก บัวเผื่อน,เพศหญิง,60,ค้าขาย,จังหวัดสมุทรสงคราม,12762
สมหมาย ศรีสัตย์,เพศชาย,51,กวี,จังหวัดนครพนม,3450
ปัตถพงษ์ ถาวระวรณ์,เพศชาย,47,นักการเมือง,จังหวัดสมุทรสาคร,7311
อารีย์ ทองลาภ,เพศหญิง,28,โฆษก,จังหวัดนครศรีธรรมราช,19052
นายปรายกานต์ นามขำ,เพศชาย,43,เจ้าหน้าที่รัฐบาล,จังหวัดสระแก้ว,18892
นัสรุน ศรีอุ่น,เพศชาย,37,นักสะสมศิลปะ,จังหวัดฉะเชิงเทรา,9886
ประยุทธ์ นิยมธรรม,เพศชาย,55,โปรแกรมเมอร์,จังหวัดจันทบุรี,23698
วาสุเทพ เมืองสุข,เพศชาย,21,นักวิจัย,จังหวัดนครสวรรค์,22310
ศิรณัฐ นฤทุกข์,เพศชาย,48,นักพากย์,จังหวัดมุกดาหาร,23495
สุกฤษตา ดาบเงิน,เพศหญิง,49,นักออกแบบ,จังหวัดปทุมธานี,13182
เทพนารี ทองประดิฐ,เพศหญิง,42,อาจารย์,จังหวัดระนอง,22884
ประไพพักตร์ ทับทิมไทย,เพศหญิง,43,นักสะสมศิลปะ,จังหวัดบึงกาฬ,24342
อนุวัช ขุนดำ,เพศชาย,47,โฆษก,จังหวัดภูเก็ต,796
คมกริบ ศรีธนะเวทย์,เพศชาย,60,นักประวัติศาสตร์,จังหวัดอุบลราชธานี,13214
เมทนี จันอ้น,เพศหญิง,34,ค้าขาย,จังหวัดหนองคาย,12419
ศศิยา เนตร์มณี,เพศหญิง,28,นักวาดการ์ตูน,จังหวัดแม่ฮ่องสอน,16668
ปภาวรินทร์ นฤทุกข์,เพศหญิง,53,นักสังคมสงเคราะห์,จังหวัดหนองบัวลำภู,24741
วรปรัชญ์ ขอหมั่นกลาง,เพศชาย,39,นางแบบ,จังหวัดพิษณุโลก,25907
พิมพ์สุตา บุนยาภิสนท์,เพศหญิง,23,นักประชาสัมพันธ์,จังหวัดนนทบุรี,17415
น.ส.พรรณปพร งามพิเชษฐ์ ณ ร้อยเอ็จ,เพศหญิง,26,นักสังคมวิทยา,จังหวัดชุมพร,25179
ธนวันต์ ทองประดิฐ,เพศชาย,31,อัยการ,จังหวัดพิษณุโลก,22094
ยศวัฒน์ นามเสวตร,เพศชาย,48,นักเคลื่อนไหว,จังหวัดหนองบัวลำภู,23026
สิทธัญ ทองประดิฐ,เพศชาย,45,นักประดิษฐ์,จังหวัดยโสธร,22151
ราณี ธัญเสถียร,เพศหญิง,49,นักสังคมสงเคราะห์,จังหวัดลำปาง,12437
รวิวาน ไทยแท้,เพศหญิง,30,นักดนตรี,จังหวัดภูเก็ต,12634
ชิดชนก ตวงทอง,เพศหญิง,35,นักถ่ายภาพ,จังหวัดสระแก้ว,16014
รอซีด๊ะ พรรษาสกุล,เพศหญิง,31,นักสังคมวิทยา,จังหวัดนครพนม,25269
ซูรัยดา สาระพันธ์,เพศหญิง,41,เภสัชกร,จังหวัดสระบุรี,9413
ทิมาภรณ์ ถนอมกุลบุตร,เพศหญิง,23,นักโภชนาการ,จังหวัดชัยภูมิ,2495
ทิพย์วารี ทรัพย์ธำรงค์,เพศหญิง,42,คนขับรถแท็กซี่,จังหวัดสกลนคร,9425
พรเบญญา นฤภัย,เพศหญิง,23,นักธุรกิจ,จังหวัดสระแก้ว,11421
ปิยนุช มิ่งขวัญ,เพศหญิง,49,ทหารบก,จังหวัดปราจีนบุรี,12930
ผกาทิพย์ นะวะมันดร,เพศหญิง,33,นักชีววิทยา,จังหวัดกาญจนบุรี,24960
พัชรพร ด้วงโสน,เพศชาย,50,นักจิตวิทยา,จังหวัดมหาสารคาม,9129
สิริกานต์ ขันธุลา,เพศหญิง,48,นักบิน,จังหวัดลำปาง,20146
นัสรุน ศาสตร์ศิลป์,เพศชาย,59,นักจิตวิทยา,จังหวัดเชียงราย,141
อริสรา แก้วชลคราม,เพศหญิง,31,ตำรวจ,จังหวัดชัยนาท,21117
นภนต์ ดาบเพ็ชร์,เพศชาย,25,นักสะสมศิลปะ,จังหวัดเพชรบุรี,22023
สิริลัดดา วาทา,เพศหญิง,55,นักผจญภัย,จังหวัดตราด,10433
เทียมศักดิ์ ขอหมั่นกลาง,เพศชาย,45,ค้าขาย,จังหวัดกรุงเทพมหานคร,3934
นพวรรณ บุตดา,เพศหญิง,30,นายแบบ,จังหวัดนครศรีธรรมราช,10824
โชติวุฒิ นิษประปัญจ์,เพศชาย,38,นางแบบ,จังหวัดนนทบุรี,24324
คมกริบ ถนัดรบ,เพศชาย,24,นักการเมือง,จังหวัดพิจิตร,23857
นายพีรพัฒน์ แหยมศิริ,เพศชาย,54,วีเจ,จังหวัดชัยภูมิ,25301
มูฮำมัด ถะเกิงชศ,เพศชาย,50,นักดาราศาสตร์,จังหวัดสกลนคร,18716
ฐิติณัฐฐา ถุงเงิน,เพศหญิง,46,คนขับรถแท็กซี่,จังหวัดชัยภูมิ,15502
ฌาฆีภัตฐ์ ดวงทับทิม,เพศชาย,55,นักการทูต,จังหวัดอำนาจเจริญ,23698
ศศิธร นพตระกูล,เพศหญิง,35,ผู้กำกับภาพยนตร์,จังหวัดสกลนคร,25534
ภานุวัตร สงประเสริฐ,เพศชาย,31,นักโบราณคดี,จังหวัดร้อยเอ็ด,212
ภูวฤณ ถนอมพล,เพศชาย,37,นักชีววิทยา,จังหวัดมุกดาหาร,4849
กิติกานต์ มิ่งขวัญ,เพศหญิง,40,เจ้าหน้าที่รัฐบาล,จังหวัดกาฬสินธุ์,24280
พลานุช ถนัดรักษา,เพศหญิง,59,นักสังคมสงเคราะห์,จังหวัดพิษณุโลก,12383
ศุภนุนาย ถนอมมนุษย์,เพศหญิง,35,นักการกุศล,จังหวัดสตูล,13447
พิมพ์ประภา ชำนาญวาด,เพศหญิง,49,นักวาดการ์ตูน,จังหวัดปัตตานี,10517
นิติยา ศิวะวรเวท,เพศหญิง,21,วีเจ,จังหวัดสระแก้ว,23800
วันฉัตร ถนัดพิมพการ,เพศชาย,31,โปรแกรมเมอร์,จังหวัดสุพรรณบุรี,20545
ประภัทร์สรณ์ ชำนาญวาด,เพศหญิง,46,ศิลปิน,จังหวัดลพบุรี,4509
ประเสริฐ ดิศดใน,เพศชาย,24,สถาปนิก,จังหวัดอ่างทอง,9785
จิราภรณ์ ธรรมเมธา,เพศหญิง,27,นักประดิษฐ์,จังหวัดพระนครศรีอยุธยา,23889
พีระพงศ์พันธ์ เณรานุสนธิ์,เพศชาย,55,นักเศรษฐศาสตร์,จังหวัดชัยภูมิ,16381
ปิ่นบุญญา นิลวรรณ,เพศหญิง,36,มัคคุเทศก์,จังหวัดสตูล,658
เพ็ญยุภา นามขำ,เพศหญิง,42,นางแบบ,จังหวัดสตูล,2103
ณปภัช บุญญาไลย์,เพศชาย,32,ผู้กำกับละครโทรทัศน์,จังหวัดกรุงเทพ,1068
ทับทิม บุตดา,เพศหญิง,59,นักวิทยาศาสตร์,จังหวัดหนองบัวลำภู,13794
ภานุพล ทวีเดช,เพศชาย,41,นักพากย์,จังหวัดสุราษฎร์ธานี,17890
มาซีเตาะ ดำริห์ชอบ,เพศหญิง,50,โปรแกรมเมอร์,จังหวัดกระบี่,7658
รมิตา พรมอ่อน,เพศหญิง,53,นักแปล,จังหวัดชลบุรี,8313
สุรวัช บุตราช,เพศชาย,48,นักวิทยาศาสตร์,จังหวัดชลบุรี,19160
ด.ช.จีรยุทธ ชุมวระ,เพศชาย,56,ช่างทำเครื่องดนตรี,จังหวัดนราธิวาส,8337
พิมพ์สุดา เนื่องนนท์,เพศหญิง,51,นักประวัติศาสตร์,จังหวัดกาญจนบุรี,5981
นาทภูวพัฒน์ เมืองสุข,เพศชาย,56,นักโบราณคดี,จังหวัดน่าน,11428
ภารวี แท่นทอง,เพศหญิง,31,เภสัชกร,จังหวัดประจวบคีรีขันธ์,14848
สรายุทธ ธนประทีป,เพศชาย,45,นักผจญภัย,จังหวัดกำแพงเพชร,23615
วณัฐดา ทับทิมไทย,เพศหญิง,20,นางแบบ,จังหวัดประจวบคีรีขันธ์,25829
กะดิรัตน์ ตั้งกุลงาม,เพศหญิง,25,นักประดิษฐ์,จังหวัดกรุงเทพมหานคร,4323
อดิสรณ์ นากกนก,เพศชาย,21,นักบิน,จังหวัดชุมพร,5071
พรชนก นาคสุทิน,เพศหญิง,49,ข้าราชการ,จังหวัดกาญจนบุรี,10031
รชตกร ถาวระวรณ์,เพศชาย,29,นักบินอวกาศ,จังหวัดลพบุรี,4377
ธีรวุฒิ อุลหัสสา,เพศชาย,37,อาจารย์,จังหวัดสตูล,982
เถลิงยศ จันทา,เพศชาย,51,ข้าราชการ,จังหวัดน่าน,22285
พัชรีนิษฐ์ ศรีธนะเวทย์,เพศหญิง,49,นักสังคมวิทยา,จังหวัดตาก,25945
เฉลิมรัฐ วิลาสินี,เพศชาย,45,นักพากย์,จังหวัดปัตตานี,19546
สุรวัช กุมารบุญ,เพศชาย,34,นักถ่ายภาพ,จังหวัดจันทบุรี,12943
จุฑารัตน์ นิษประปัญจ์,เพศหญิง,41,โปรแกรมเมอร์,จังหวัดแพร่,3639
อำพร ตั้งเผ่า,เพศหญิง,53,นายแบบ,จังหวัดแพร่,3024
นิติยา พานเกล้า,เพศหญิง,33,ผู้กำกับละครโทรทัศน์,จังหวัดจันทบุรี,881
เมษา นวลเพ็ง,เพศหญิง,23,นักการทูต,จังหวัดศรีสะเกษ,22196
นาวีตา ตั้งกุลงาม,เพศหญิง,35,นักคณิตศาสตร์,จังหวัดกทม.,24518
วรรณนิสา นิลเสนา,เพศหญิง,53,ผู้จัดพิมพ์,จังหวัดกรุงเทพฯ,25729
ไพสิฐ ฉิมพาลี,เพศชาย,21,นักประชาสัมพันธ์,จังหวัดแพร่,1730
ภัคศุภางค์ ดาวกระจาย,เพศหญิง,36,แพทย์,จังหวัดตาก,11785
ชัชนันท์ ถนอมมนุษย์,เพศชาย,27,นักออกแบบ,จังหวัดปราจีนบุรี,4198
อัญชิษฐา ตรีครุธพันธุ์,เพศหญิง,26,พิธีกร,จังหวัดสุรินทร์,4021
โชคภาดล บุนยะศัพท์,เพศชาย,59,โฆษก,จังหวัดระนอง,2680
ภัคชัญญา นาคพันธุ์,เพศหญิง,43,เจ้าหน้าที่รัฐบาล,จังหวัดบุรีรัมย์,25039
สมมล นาคพันธุ์,เพศหญิง,28,นักประชาสัมพันธ์,จังหวัดกระบี่,8387
พีรภัทร์ แต้กุล,เพศหญิง,49,อาจารย์,จังหวัดมุกดาหาร,26085
วรรณาต ทองแท้,เพศหญิง,51,บรรณารักษ์,จังหวัดร้อยเอ็ด,4202
ภานิณี ศรีตะวัน,เพศหญิง,39,นางแบบ,จังหวัดกรุงเทพมหานคร,731
ปิยะนันท์ นากกนก,เพศชาย,36,นักแต่งเพลง,จังหวัดนครนายก,1514
